Bird Name,Audio File Name,Path,class_id
OVENBIRD,XC118066.wav,OVENBIRD/XC118066.wav,0
OVENBIRD,XC123159.wav,OVENBIRD/XC123159.wav,0
OVENBIRD,XC120861.wav,OVENBIRD/XC120861.wav,0
OVENBIRD,XC134519.wav,OVENBIRD/XC134519.wav,0
OVENBIRD,XC135103.wav,OVENBIRD/XC135103.wav,0
OVENBIRD,XC132054.wav,OVENBIRD/XC132054.wav,0
OVENBIRD,XC137721.wav,OVENBIRD/XC137721.wav,0
OVENBIRD,XC137909.wav,OVENBIRD/XC137909.wav,0
OVENBIRD,XC138059.wav,OVENBIRD/XC138059.wav,0
OVENBIRD,XC142334.wav,OVENBIRD/XC142334.wav,0
OVENBIRD,XC139878.wav,OVENBIRD/XC139878.wav,0
OVENBIRD,XC140676.wav,OVENBIRD/XC140676.wav,0
OVENBIRD,XC140260.wav,OVENBIRD/XC140260.wav,0
OVENBIRD,XC142342.wav,OVENBIRD/XC142342.wav,0
OVENBIRD,XC143938.wav,OVENBIRD/XC143938.wav,0
OVENBIRD,XC147475.wav,OVENBIRD/XC147475.wav,0
OVENBIRD,XC147476.wav,OVENBIRD/XC147476.wav,0
OVENBIRD,XC147477.wav,OVENBIRD/XC147477.wav,0
OVENBIRD,XC149483.wav,OVENBIRD/XC149483.wav,0
OVENBIRD,XC149482.wav,OVENBIRD/XC149482.wav,0
OVENBIRD,XC149481.wav,OVENBIRD/XC149481.wav,0
OVENBIRD,XC149489.wav,OVENBIRD/XC149489.wav,0
OVENBIRD,XC149487.wav,OVENBIRD/XC149487.wav,0
OVENBIRD,XC149486.wav,OVENBIRD/XC149486.wav,0
OVENBIRD,XC149484.wav,OVENBIRD/XC149484.wav,0
OVENBIRD,XC149490.wav,OVENBIRD/XC149490.wav,0
OVENBIRD,XC149491.wav,OVENBIRD/XC149491.wav,0
OVENBIRD,XC149492.wav,OVENBIRD/XC149492.wav,0
OVENBIRD,XC149494.wav,OVENBIRD/XC149494.wav,0
OVENBIRD,XC149493.wav,OVENBIRD/XC149493.wav,0
OVENBIRD,XC177071.wav,OVENBIRD/XC177071.wav,0
OVENBIRD,XC149495.wav,OVENBIRD/XC149495.wav,0
OVENBIRD,XC17097.wav,OVENBIRD/XC17097.wav,0
OVENBIRD,XC178052.wav,OVENBIRD/XC178052.wav,0
OVENBIRD,XC165471.wav,OVENBIRD/XC165471.wav,0
OVENBIRD,XC179782.wav,OVENBIRD/XC179782.wav,0
OVENBIRD,XC179191.wav,OVENBIRD/XC179191.wav,0
OVENBIRD,XC188822.wav,OVENBIRD/XC188822.wav,0
OVENBIRD,XC182703.wav,OVENBIRD/XC182703.wav,0
OVENBIRD,XC189981.wav,OVENBIRD/XC189981.wav,0
OVENBIRD,XC211357.wav,OVENBIRD/XC211357.wav,0
OVENBIRD,XC240925.wav,OVENBIRD/XC240925.wav,0
OVENBIRD,XC206462.wav,OVENBIRD/XC206462.wav,0
OVENBIRD,XC189982.wav,OVENBIRD/XC189982.wav,0
OVENBIRD,XC246329.wav,OVENBIRD/XC246329.wav,0
OVENBIRD,XC285006.wav,OVENBIRD/XC285006.wav,0
OVENBIRD,XC244523.wav,OVENBIRD/XC244523.wav,0
OVENBIRD,XC252960.wav,OVENBIRD/XC252960.wav,0
OVENBIRD,XC251800.wav,OVENBIRD/XC251800.wav,0
OVENBIRD,XC254459.wav,OVENBIRD/XC254459.wav,0
OVENBIRD,XC288807.wav,OVENBIRD/XC288807.wav,0
OVENBIRD,XC298777.wav,OVENBIRD/XC298777.wav,0
OVENBIRD,XC294010.wav,OVENBIRD/XC294010.wav,0
OVENBIRD,XC314962.wav,OVENBIRD/XC314962.wav,0
OVENBIRD,XC315690.wav,OVENBIRD/XC315690.wav,0
OVENBIRD,XC320845.wav,OVENBIRD/XC320845.wav,0
OVENBIRD,XC320036.wav,OVENBIRD/XC320036.wav,0
OVENBIRD,XC325221.wav,OVENBIRD/XC325221.wav,0
OVENBIRD,XC316041.wav,OVENBIRD/XC316041.wav,0
OVENBIRD,XC318948.wav,OVENBIRD/XC318948.wav,0
OVENBIRD,XC325407.wav,OVENBIRD/XC325407.wav,0
OVENBIRD,XC319177.wav,OVENBIRD/XC319177.wav,0
OVENBIRD,XC320844.wav,OVENBIRD/XC320844.wav,0
OVENBIRD,XC320038.wav,OVENBIRD/XC320038.wav,0
OVENBIRD,XC327743.wav,OVENBIRD/XC327743.wav,0
OVENBIRD,XC363868.wav,OVENBIRD/XC363868.wav,0
OVENBIRD,XC329889.wav,OVENBIRD/XC329889.wav,0
OVENBIRD,XC340321.wav,OVENBIRD/XC340321.wav,0
OVENBIRD,XC359424.wav,OVENBIRD/XC359424.wav,0
OVENBIRD,XC358344.wav,OVENBIRD/XC358344.wav,0
OVENBIRD,XC367002.wav,OVENBIRD/XC367002.wav,0
OVENBIRD,XC379049.wav,OVENBIRD/XC379049.wav,0
OVENBIRD,XC377068.wav,OVENBIRD/XC377068.wav,0
OVENBIRD,XC385690.wav,OVENBIRD/XC385690.wav,0
OVENBIRD,XC415437.wav,OVENBIRD/XC415437.wav,0
OVENBIRD,XC417447.wav,OVENBIRD/XC417447.wav,0
OVENBIRD,XC381797.wav,OVENBIRD/XC381797.wav,0
OVENBIRD,XC407391.wav,OVENBIRD/XC407391.wav,0
OVENBIRD,XC416779.wav,OVENBIRD/XC416779.wav,0
OVENBIRD,XC418148.wav,OVENBIRD/XC418148.wav,0
OVENBIRD,XC413330.wav,OVENBIRD/XC413330.wav,0
OVENBIRD,XC418563.wav,OVENBIRD/XC418563.wav,0
OVENBIRD,XC419729.wav,OVENBIRD/XC419729.wav,0
OVENBIRD,XC419727.wav,OVENBIRD/XC419727.wav,0
OVENBIRD,XC420730.wav,OVENBIRD/XC420730.wav,0
OVENBIRD,XC421300.wav,OVENBIRD/XC421300.wav,0
OVENBIRD,XC420847.wav,OVENBIRD/XC420847.wav,0
OVENBIRD,XC420838.wav,OVENBIRD/XC420838.wav,0
OVENBIRD,XC437581.wav,OVENBIRD/XC437581.wav,0
OVENBIRD,XC421877.wav,OVENBIRD/XC421877.wav,0
OVENBIRD,XC479481.wav,OVENBIRD/XC479481.wav,0
OVENBIRD,XC441641.wav,OVENBIRD/XC441641.wav,0
OVENBIRD,XC450716.wav,OVENBIRD/XC450716.wav,0
OVENBIRD,XC486977.wav,OVENBIRD/XC486977.wav,0
OVENBIRD,XC486978.wav,OVENBIRD/XC486978.wav,0
OVENBIRD,XC502057.wav,OVENBIRD/XC502057.wav,0
OVENBIRD,XC486980.wav,OVENBIRD/XC486980.wav,0
OVENBIRD,XC78877.wav,OVENBIRD/XC78877.wav,0
OVENBIRD,XC77882.wav,OVENBIRD/XC77882.wav,0
OVENBIRD,XC499565.wav,OVENBIRD/XC499565.wav,0
BALD EAGLE,XC149273.wav,BALD EAGLE/XC149273.wav,1
BALD EAGLE,XC149271.wav,BALD EAGLE/XC149271.wav,1
BALD EAGLE,XC149276.wav,BALD EAGLE/XC149276.wav,1
BALD EAGLE,XC141749.wav,BALD EAGLE/XC141749.wav,1
BALD EAGLE,XC149270.wav,BALD EAGLE/XC149270.wav,1
BALD EAGLE,XC149275.wav,BALD EAGLE/XC149275.wav,1
BALD EAGLE,XC150215.wav,BALD EAGLE/XC150215.wav,1
BALD EAGLE,XC169752.wav,BALD EAGLE/XC169752.wav,1
BALD EAGLE,XC149277.wav,BALD EAGLE/XC149277.wav,1
BALD EAGLE,XC167952.wav,BALD EAGLE/XC167952.wav,1
BALD EAGLE,XC160915.wav,BALD EAGLE/XC160915.wav,1
BALD EAGLE,XC177185.wav,BALD EAGLE/XC177185.wav,1
BALD EAGLE,XC150216.wav,BALD EAGLE/XC150216.wav,1
BALD EAGLE,XC165314.wav,BALD EAGLE/XC165314.wav,1
BALD EAGLE,XC191961.wav,BALD EAGLE/XC191961.wav,1
BALD EAGLE,XC205516.wav,BALD EAGLE/XC205516.wav,1
BALD EAGLE,XC205515.wav,BALD EAGLE/XC205515.wav,1
BALD EAGLE,XC192236.wav,BALD EAGLE/XC192236.wav,1
BALD EAGLE,XC192248.wav,BALD EAGLE/XC192248.wav,1
BALD EAGLE,XC212577.wav,BALD EAGLE/XC212577.wav,1
BALD EAGLE,XC209321.wav,BALD EAGLE/XC209321.wav,1
BALD EAGLE,XC288994.wav,BALD EAGLE/XC288994.wav,1
BALD EAGLE,XC212575.wav,BALD EAGLE/XC212575.wav,1
BALD EAGLE,XC293803.wav,BALD EAGLE/XC293803.wav,1
BALD EAGLE,XC328715.wav,BALD EAGLE/XC328715.wav,1
BALD EAGLE,XC344281.wav,BALD EAGLE/XC344281.wav,1
BALD EAGLE,XC344282.wav,BALD EAGLE/XC344282.wav,1
BALD EAGLE,XC324581.wav,BALD EAGLE/XC324581.wav,1
BALD EAGLE,XC440639.wav,BALD EAGLE/XC440639.wav,1
BALD EAGLE,XC408110.wav,BALD EAGLE/XC408110.wav,1
BALD EAGLE,XC51757.wav,BALD EAGLE/XC51757.wav,1
BALD EAGLE,XC451810.wav,BALD EAGLE/XC451810.wav,1
BALD EAGLE,XC446803.wav,BALD EAGLE/XC446803.wav,1
BALD EAGLE,XC499561.wav,BALD EAGLE/XC499561.wav,1
BALD EAGLE,XC451490.wav,BALD EAGLE/XC451490.wav,1
GOLDEN EAGLE,XC156772.wav,GOLDEN EAGLE/XC156772.wav,2
GOLDEN EAGLE,XC113091.wav,GOLDEN EAGLE/XC113091.wav,2
GOLDEN EAGLE,XC326801.wav,GOLDEN EAGLE/XC326801.wav,2
GOLDEN EAGLE,XC268724.wav,GOLDEN EAGLE/XC268724.wav,2
GOLDEN EAGLE,XC326808.wav,GOLDEN EAGLE/XC326808.wav,2
GOLDEN EAGLE,XC341722.wav,GOLDEN EAGLE/XC341722.wav,2
GOLDEN EAGLE,XC326800.wav,GOLDEN EAGLE/XC326800.wav,2
GOLDEN EAGLE,XC326805.wav,GOLDEN EAGLE/XC326805.wav,2
GOLDEN EAGLE,XC326807.wav,GOLDEN EAGLE/XC326807.wav,2
GOLDEN EAGLE,XC189036.wav,GOLDEN EAGLE/XC189036.wav,2
GOLDEN EAGLE,XC189550.wav,GOLDEN EAGLE/XC189550.wav,2
GOLDEN EAGLE,XC233241.wav,GOLDEN EAGLE/XC233241.wav,2
GOLDEN EAGLE,XC307888.wav,GOLDEN EAGLE/XC307888.wav,2
GOLDEN EAGLE,XC332655.wav,GOLDEN EAGLE/XC332655.wav,2
GOLDEN EAGLE,XC367742.wav,GOLDEN EAGLE/XC367742.wav,2
GOLDEN EAGLE,XC367741.wav,GOLDEN EAGLE/XC367741.wav,2
GOLDEN EAGLE,XC361309.wav,GOLDEN EAGLE/XC361309.wav,2
GOLDEN EAGLE,XC374805.wav,GOLDEN EAGLE/XC374805.wav,2
GOLDEN EAGLE,XC383706.wav,GOLDEN EAGLE/XC383706.wav,2
GOLDEN EAGLE,XC374806.wav,GOLDEN EAGLE/XC374806.wav,2
GOLDEN EAGLE,XC360405.wav,GOLDEN EAGLE/XC360405.wav,2
GOLDEN EAGLE,XC361969.wav,GOLDEN EAGLE/XC361969.wav,2
GOLDEN EAGLE,XC394722.wav,GOLDEN EAGLE/XC394722.wav,2
GOLDEN EAGLE,XC414112.wav,GOLDEN EAGLE/XC414112.wav,2
GOLDEN EAGLE,XC385227.wav,GOLDEN EAGLE/XC385227.wav,2
GOLDEN EAGLE,XC416762.wav,GOLDEN EAGLE/XC416762.wav,2
GOLDEN EAGLE,XC404869.wav,GOLDEN EAGLE/XC404869.wav,2
GOLDEN EAGLE,XC425952.wav,GOLDEN EAGLE/XC425952.wav,2
GOLDEN EAGLE,XC449073.wav,GOLDEN EAGLE/XC449073.wav,2
GOLDEN EAGLE,XC444380.wav,GOLDEN EAGLE/XC444380.wav,2
GOLDEN EAGLE,XC449075.wav,GOLDEN EAGLE/XC449075.wav,2
GOLDEN EAGLE,XC449074.wav,GOLDEN EAGLE/XC449074.wav,2
GOLDEN EAGLE,XC449077.wav,GOLDEN EAGLE/XC449077.wav,2
GOLDEN EAGLE,XC449076.wav,GOLDEN EAGLE/XC449076.wav,2
GOLDEN EAGLE,XC449078.wav,GOLDEN EAGLE/XC449078.wav,2
GOLDEN EAGLE,XC453324.wav,GOLDEN EAGLE/XC453324.wav,2
GOLDEN EAGLE,XC459640.wav,GOLDEN EAGLE/XC459640.wav,2
GOLDEN EAGLE,XC449079.wav,GOLDEN EAGLE/XC449079.wav,2
GOLDEN EAGLE,XC462030.wav,GOLDEN EAGLE/XC462030.wav,2
GOLDEN EAGLE,XC462017.wav,GOLDEN EAGLE/XC462017.wav,2
GOLDEN EAGLE,XC467756.wav,GOLDEN EAGLE/XC467756.wav,2
GOLDEN EAGLE,XC449080.wav,GOLDEN EAGLE/XC449080.wav,2
GOLDEN EAGLE,XC471483.wav,GOLDEN EAGLE/XC471483.wav,2
GOLDEN EAGLE,XC471104.wav,GOLDEN EAGLE/XC471104.wav,2
GOLDEN EAGLE,XC504827.wav,GOLDEN EAGLE/XC504827.wav,2
GOLDEN EAGLE,XC70431.wav,GOLDEN EAGLE/XC70431.wav,2
GOLDEN EAGLE,XC504831.wav,GOLDEN EAGLE/XC504831.wav,2
GOLDEN EAGLE,XC504830.wav,GOLDEN EAGLE/XC504830.wav,2
GOLDEN EAGLE,XC476740.wav,GOLDEN EAGLE/XC476740.wav,2
GOLDEN EAGLE,XC504822.wav,GOLDEN EAGLE/XC504822.wav,2
WOOD DUCK,XC101287.wav,WOOD DUCK/XC101287.wav,3
WOOD DUCK,XC116079.wav,WOOD DUCK/XC116079.wav,3
WOOD DUCK,XC161436.wav,WOOD DUCK/XC161436.wav,3
WOOD DUCK,XC174539.wav,WOOD DUCK/XC174539.wav,3
WOOD DUCK,XC169267.wav,WOOD DUCK/XC169267.wav,3
WOOD DUCK,XC170061.wav,WOOD DUCK/XC170061.wav,3
WOOD DUCK,XC170062.wav,WOOD DUCK/XC170062.wav,3
WOOD DUCK,XC210720.wav,WOOD DUCK/XC210720.wav,3
WOOD DUCK,XC174542.wav,WOOD DUCK/XC174542.wav,3
WOOD DUCK,XC174544.wav,WOOD DUCK/XC174544.wav,3
WOOD DUCK,XC177728.wav,WOOD DUCK/XC177728.wav,3
WOOD DUCK,XC182950.wav,WOOD DUCK/XC182950.wav,3
WOOD DUCK,XC379663.wav,WOOD DUCK/XC379663.wav,3
WOOD DUCK,XC294428.wav,WOOD DUCK/XC294428.wav,3
WOOD DUCK,XC318745.wav,WOOD DUCK/XC318745.wav,3
WOOD DUCK,XC347194.wav,WOOD DUCK/XC347194.wav,3
WOOD DUCK,XC253206.wav,WOOD DUCK/XC253206.wav,3
WOOD DUCK,XC312435.wav,WOOD DUCK/XC312435.wav,3
WOOD DUCK,XC356971.wav,WOOD DUCK/XC356971.wav,3
WOOD DUCK,XC342230.wav,WOOD DUCK/XC342230.wav,3
WOOD DUCK,XC332246.wav,WOOD DUCK/XC332246.wav,3
WOOD DUCK,XC331424.wav,WOOD DUCK/XC331424.wav,3
WOOD DUCK,XC356416.wav,WOOD DUCK/XC356416.wav,3
WOOD DUCK,XC260192.wav,WOOD DUCK/XC260192.wav,3
WOOD DUCK,XC453756.wav,WOOD DUCK/XC453756.wav,3
WOOD DUCK,XC389582.wav,WOOD DUCK/XC389582.wav,3
WOOD DUCK,XC395016.wav,WOOD DUCK/XC395016.wav,3
WOOD DUCK,XC453757.wav,WOOD DUCK/XC453757.wav,3
WOOD DUCK,XC451137.wav,WOOD DUCK/XC451137.wav,3
WOOD DUCK,XC450846.wav,WOOD DUCK/XC450846.wav,3
WOOD DUCK,XC463613.wav,WOOD DUCK/XC463613.wav,3
WOOD DUCK,XC480677.wav,WOOD DUCK/XC480677.wav,3
WOOD DUCK,XC66141.wav,WOOD DUCK/XC66141.wav,3
WOOD DUCK,XC480712.wav,WOOD DUCK/XC480712.wav,3
WOOD DUCK,XC54768.wav,WOOD DUCK/XC54768.wav,3
WOOD DUCK,XC480680.wav,WOOD DUCK/XC480680.wav,3
WOOD DUCK,XC66139.wav,WOOD DUCK/XC66139.wav,3
WOOD DUCK,XC66140.wav,WOOD DUCK/XC66140.wav,3
WOOD DUCK,XC66142.wav,WOOD DUCK/XC66142.wav,3
WOOD DUCK,XC63109.wav,WOOD DUCK/XC63109.wav,3
BOBOLINK,XC112501.wav,BOBOLINK/XC112501.wav,4
BOBOLINK,XC155548.wav,BOBOLINK/XC155548.wav,4
BOBOLINK,XC153879.wav,BOBOLINK/XC153879.wav,4
BOBOLINK,XC177471.wav,BOBOLINK/XC177471.wav,4
BOBOLINK,XC147289.wav,BOBOLINK/XC147289.wav,4
BOBOLINK,XC177472.wav,BOBOLINK/XC177472.wav,4
BOBOLINK,XC179960.wav,BOBOLINK/XC179960.wav,4
BOBOLINK,XC179961.wav,BOBOLINK/XC179961.wav,4
BOBOLINK,XC178244.wav,BOBOLINK/XC178244.wav,4
BOBOLINK,XC179962.wav,BOBOLINK/XC179962.wav,4
BOBOLINK,XC182689.wav,BOBOLINK/XC182689.wav,4
BOBOLINK,XC180230.wav,BOBOLINK/XC180230.wav,4
BOBOLINK,XC185518.wav,BOBOLINK/XC185518.wav,4
BOBOLINK,XC185521.wav,BOBOLINK/XC185521.wav,4
BOBOLINK,XC185812.wav,BOBOLINK/XC185812.wav,4
BOBOLINK,XC185815.wav,BOBOLINK/XC185815.wav,4
BOBOLINK,XC185814.wav,BOBOLINK/XC185814.wav,4
BOBOLINK,XC185817.wav,BOBOLINK/XC185817.wav,4
BOBOLINK,XC185819.wav,BOBOLINK/XC185819.wav,4
BOBOLINK,XC199590.wav,BOBOLINK/XC199590.wav,4
BOBOLINK,XC185821.wav,BOBOLINK/XC185821.wav,4
BOBOLINK,XC237361.wav,BOBOLINK/XC237361.wav,4
BOBOLINK,XC246112.wav,BOBOLINK/XC246112.wav,4
BOBOLINK,XC278827.wav,BOBOLINK/XC278827.wav,4
BOBOLINK,XC254449.wav,BOBOLINK/XC254449.wav,4
BOBOLINK,XC253399.wav,BOBOLINK/XC253399.wav,4
BOBOLINK,XC246110.wav,BOBOLINK/XC246110.wav,4
BOBOLINK,XC296884.wav,BOBOLINK/XC296884.wav,4
BOBOLINK,XC278928.wav,BOBOLINK/XC278928.wav,4
BOBOLINK,XC278925.wav,BOBOLINK/XC278925.wav,4
BOBOLINK,XC278828.wav,BOBOLINK/XC278828.wav,4
BOBOLINK,XC296883.wav,BOBOLINK/XC296883.wav,4
BOBOLINK,XC292085.wav,BOBOLINK/XC292085.wav,4
BOBOLINK,XC296888.wav,BOBOLINK/XC296888.wav,4
BOBOLINK,XC296887.wav,BOBOLINK/XC296887.wav,4
BOBOLINK,XC296892.wav,BOBOLINK/XC296892.wav,4
BOBOLINK,XC296886.wav,BOBOLINK/XC296886.wav,4
BOBOLINK,XC31204.wav,BOBOLINK/XC31204.wav,4
BOBOLINK,XC31047.wav,BOBOLINK/XC31047.wav,4
BOBOLINK,XC31205.wav,BOBOLINK/XC31205.wav,4
BOBOLINK,XC313482.wav,BOBOLINK/XC313482.wav,4
BOBOLINK,XC31049.wav,BOBOLINK/XC31049.wav,4
BOBOLINK,XC31206.wav,BOBOLINK/XC31206.wav,4
BOBOLINK,XC31203.wav,BOBOLINK/XC31203.wav,4
BOBOLINK,XC31202.wav,BOBOLINK/XC31202.wav,4
BOBOLINK,XC318349.wav,BOBOLINK/XC318349.wav,4
BOBOLINK,XC317040.wav,BOBOLINK/XC317040.wav,4
BOBOLINK,XC313534.wav,BOBOLINK/XC313534.wav,4
BOBOLINK,XC314099.wav,BOBOLINK/XC314099.wav,4
BOBOLINK,XC314298.wav,BOBOLINK/XC314298.wav,4
BOBOLINK,XC317206.wav,BOBOLINK/XC317206.wav,4
BOBOLINK,XC319716.wav,BOBOLINK/XC319716.wav,4
BOBOLINK,XC328931.wav,BOBOLINK/XC328931.wav,4
BOBOLINK,XC326730.wav,BOBOLINK/XC326730.wav,4
BOBOLINK,XC333314.wav,BOBOLINK/XC333314.wav,4
BOBOLINK,XC318350.wav,BOBOLINK/XC318350.wav,4
BOBOLINK,XC372594.wav,BOBOLINK/XC372594.wav,4
BOBOLINK,XC337962.wav,BOBOLINK/XC337962.wav,4
BOBOLINK,XC373488.wav,BOBOLINK/XC373488.wav,4
BOBOLINK,XC388172.wav,BOBOLINK/XC388172.wav,4
BOBOLINK,XC381414.wav,BOBOLINK/XC381414.wav,4
BOBOLINK,XC389979.wav,BOBOLINK/XC389979.wav,4
BOBOLINK,XC381413.wav,BOBOLINK/XC381413.wav,4
BOBOLINK,XC433094.wav,BOBOLINK/XC433094.wav,4
BOBOLINK,XC392963.wav,BOBOLINK/XC392963.wav,4
BOBOLINK,XC394751.wav,BOBOLINK/XC394751.wav,4
BOBOLINK,XC392962.wav,BOBOLINK/XC392962.wav,4
BOBOLINK,XC420908.wav,BOBOLINK/XC420908.wav,4
BOBOLINK,XC428385.wav,BOBOLINK/XC428385.wav,4
BOBOLINK,XC453943.wav,BOBOLINK/XC453943.wav,4
BOBOLINK,XC460832.wav,BOBOLINK/XC460832.wav,4
BOBOLINK,XC477784.wav,BOBOLINK/XC477784.wav,4
BOBOLINK,XC48029.wav,BOBOLINK/XC48029.wav,4
BOBOLINK,XC48027.wav,BOBOLINK/XC48027.wav,4
BOBOLINK,XC48028.wav,BOBOLINK/XC48028.wav,4
BOBOLINK,XC50586.wav,BOBOLINK/XC50586.wav,4
BOBOLINK,XC50587.wav,BOBOLINK/XC50587.wav,4
BOBOLINK,XC50589.wav,BOBOLINK/XC50589.wav,4
BOBOLINK,XC50590.wav,BOBOLINK/XC50590.wav,4
BOBOLINK,XC50588.wav,BOBOLINK/XC50588.wav,4
BOBOLINK,XC50592.wav,BOBOLINK/XC50592.wav,4
BOBOLINK,XC50591.wav,BOBOLINK/XC50591.wav,4
BOBOLINK,XC50593.wav,BOBOLINK/XC50593.wav,4
BOBOLINK,XC50594.wav,BOBOLINK/XC50594.wav,4
BOBOLINK,XC50609.wav,BOBOLINK/XC50609.wav,4
BOBOLINK,XC50604.wav,BOBOLINK/XC50604.wav,4
BOBOLINK,XC50601.wav,BOBOLINK/XC50601.wav,4
BOBOLINK,XC50606.wav,BOBOLINK/XC50606.wav,4
BOBOLINK,XC50608.wav,BOBOLINK/XC50608.wav,4
BOBOLINK,XC50599.wav,BOBOLINK/XC50599.wav,4
BOBOLINK,XC50600.wav,BOBOLINK/XC50600.wav,4
BOBOLINK,XC50595.wav,BOBOLINK/XC50595.wav,4
BOBOLINK,XC50607.wav,BOBOLINK/XC50607.wav,4
BOBOLINK,XC50596.wav,BOBOLINK/XC50596.wav,4
BOBOLINK,XC50602.wav,BOBOLINK/XC50602.wav,4
BOBOLINK,XC50598.wav,BOBOLINK/XC50598.wav,4
BOBOLINK,XC50610.wav,BOBOLINK/XC50610.wav,4
BOBOLINK,XC50603.wav,BOBOLINK/XC50603.wav,4
BOBOLINK,XC50597.wav,BOBOLINK/XC50597.wav,4
BOBOLINK,XC50605.wav,BOBOLINK/XC50605.wav,4
